GPSWeek [weeks],GPSSecondsOfWeek [s],Longitude (lon) [deg],Latitude (lat) [deg],Height above ellipsoid (height) [m],Longitude (GT Lon) [deg],Latitude (GT Lat) [deg],Height above ellipsoid (GT Height) [m],"Heading (0° = East, counterclockwise) - (GT Heading) [rad]",GPSSecondsOfWeek [s] - Velocity,Velocity [meter/second],GPSSecondsOfWeek [s] - Yawrate,Yaw-Rate [rad/s]
1900.0,126642.0,13.3736918,52.5045997,80.236,13.3736706617713,52.5045853289686,76.0209360020511,1.24381734026251,126642.0,6.07777777777778,126642.0,-0.016929693744345
1900.0,126642.2,13.3736973,52.50460989999999,80.233,13.373676132723,52.5045954620629,76.0278292255409,1.24040334838888,126642.02,6.08333333333333,126642.02,-0.0162315620435473
1900.0,126642.2,13.3736973,52.50460989999999,80.233,13.373676132723,52.5045954620629,76.0278292255409,1.24040334838888,126642.04,6.111111111111112,126642.04,-0.0160570291183478
1900.0,126642.2,13.3736973,52.50460989999999,80.233,13.373676132723,52.5045954620629,76.0278292255409,1.24040334838888,126642.06,6.12777777777778,126642.06,-0.0144862327915529
1900.0,126642.2,13.3736973,52.50460989999999,80.233,13.373676132723,52.5045954620629,76.0278292255409,1.24040334838888,126642.08,6.12777777777778,126642.08,-0.015707963267949
1900.0,126642.2,13.3736973,52.50460989999999,80.233,13.373676132723,52.5045954620629,76.0278292255409,1.24040334838888,126642.1,6.14166666666667,126642.1,-0.0153588974175501
1900.0,126642.2,13.3736973,52.50460989999999,80.233,13.373676132723,52.5045954620629,76.0278292255409,1.24040334838888,126642.12,6.16666666666667,126642.12,-0.0155334303427495
1900.0,126642.2,13.3736973,52.50460989999999,80.233,13.373676132723,52.5045954620629,76.0278292255409,1.24040334838888,126642.14,6.16388888888889,126642.14,-0.0162315620435473
1900.0,126642.2,13.3736973,52.50460989999999,80.233,13.373676132723,52.5045954620629,76.0278292255409,1.24040334838888,126642.16,6.18055555555556,126642.16,-0.015707963267949
1900.0,126642.2,13.3736973,52.50460989999999,80.233,13.373676132723,52.5045954620629,76.0278292255409,1.24040334838888,126642.18,6.2,126642.18,-0.0153588974175501
1900.0,126642.2,13.3736973,52.50460989999999,80.233,13.373676132723,52.5045954620629,76.0278292255409,1.24040334838888,126642.2,6.2,126642.2,-0.0144862327915529
1900.0,126642.4,13.373703,52.5046203,80.218,13.3736817586727,52.5046061251538,76.0348676302975,1.23670583209953,126642.22,6.2138888888888895,126642.22,-0.0139626340159546
1900.0,126642.4,13.373703,52.5046203,80.218,13.3736817586727,52.5046061251538,76.0348676302975,1.23670583209953,126642.24,6.22222222222222,126642.24,-0.0130899693899575
1900.0,126642.4,13.373703,52.5046203,80.218,13.3736817586727,52.5046061251538,76.0348676302975,1.23670583209953,126642.26,6.25,126642.26,-0.0130899693899575
1900.0,126642.4,13.373703,52.5046203,80.218,13.3736817586727,52.5046061251538,76.0348676302975,1.23670583209953,126642.28,6.255555555555558,126642.28,-0.0151843644923507
1900.0,126642.4,13.373703,52.5046203,80.218,13.3736817586727,52.5046061251538,76.0348676302975,1.23670583209953,126642.3,6.255555555555558,126642.3,-0.0165806278939461
1900.0,126642.4,13.373703,52.5046203,80.218,13.3736817586727,52.5046061251538,76.0348676302975,1.23670583209953,126642.32,6.263888888888888,126642.32,-0.0174532925199433
1900.0,126642.4,13.373703,52.5046203,80.218,13.3736817586727,52.5046061251538,76.0348676302975,1.23670583209953,126642.34,6.275,126642.34,-0.0188495559215388
1900.0,126642.4,13.373703,52.5046203,80.218,13.3736817586727,52.5046061251538,76.0348676302975,1.23670583209953,126642.36,6.294444444444442,126642.36,-0.0200712863979348
1900.0,126642.4,13.373703,52.5046203,80.218,13.3736817586727,52.5046061251538,76.0348676302975,1.23670583209953,126642.38,6.302777777777782,126642.38,-0.0204203522483337
1900.0,126642.4,13.373703,52.5046203,80.218,13.3736817586727,52.5046061251538,76.0348676302975,1.23670583209953,126642.4,6.302777777777782,126642.4,-0.0207694180987325
1900.0,126642.6,13.3737093,52.5046309,80.199,13.373687550434301,52.504616756246,76.04199197124609,1.23316616191412,126642.42,6.31944444444444,126642.42,-0.0200712863979348
